booking_id,booking_date,check_in_date,check_out_date,channel_id,rate_code_id,gross_room_revenue,commission_amount,net_room_revenue,status
BK_08479,2025-07-15,2025-08-14,2025-08-16,CH_04,RT_01,263.94,44.87,219.07,Checked-Out
BK_08480,2025-07-31,2025-08-14,2025-08-15,CH_07,RT_04,86.99,0.0,86.99,Confirmed
BK_08481,2025-07-05,2025-08-14,2025-08-18,CH_02,RT_01,632.28,113.81,518.47,Checked-Out
BK_08482,2025-07-24,2025-08-14,2025-08-17,CH_01,RT_02,360.54,10.82,349.72,Checked-Out
BK_08483,2025-05-21,2025-08-14,2025-08-16,CH_02,RT_01,0.0,0.0,0.0,Cancelled
BK_08484,2025-08-04,2025-08-14,2025-08-16,CH_02,RT_01,230.5,41.49,189.01,Checked-Out
BK_08485,2025-08-13,2025-08-14,2025-08-17,CH_02,RT_02,0.0,0.0,0.0,Cancelled
BK_08486,2025-06-01,2025-08-14,2025-08-15,CH_03,RT_02,110.8,22.16,88.64,Checked-Out
BK_08487,2025-07-30,2025-08-14,2025-08-18,CH_03,RT_03,341.68,68.34,273.34,Confirmed
BK_08488,2025-07-24,2025-08-14,2025-08-16,CH_03,RT_02,316.08,63.22,252.86,Checked-Out
BK_08489,2025-07-10,2025-08-14,2025-08-19,CH_02,RT_02,683.2,122.98,560.22,Checked-Out
BK_08490,2025-05-18,2025-08-14,2025-08-17,CH_02,RT_02,427.77,77.0,350.77,Checked-Out
BK_08491,2025-06-17,2025-08-14,2025-08-16,CH_01,RT_06,229.28,0.0,229.28,Checked-Out
BK_08492,2025-06-30,2025-08-14,2025-08-15,CH_03,RT_02,119.39,23.88,95.51,Checked-Out
BK_08493,2025-07-29,2025-08-14,2025-08-16,CH_03,RT_02,293.4,58.68,234.72,Checked-Out
BK_08494,2025-06-10,2025-08-14,2025-08-16,CH_02,RT_01,200.9,36.16,164.74,Checked-Out
BK_08495,2025-05-21,2025-08-14,2025-08-15,CH_02,RT_01,95.45,17.18,78.27,Confirmed
BK_08496,2025-07-05,2025-08-14,2025-08-15,CH_01,RT_01,128.16,3.84,124.32,Checked-Out
BK_08497,2025-06-17,2025-08-14,2025-08-16,CH_01,RT_06,299.68,0.0,299.68,Checked-Out
BK_08498,2025-07-29,2025-08-14,2025-08-15,CH_06,RT_04,100.02,0.0,100.02,Checked-Out
BK_08499,2025-07-22,2025-08-14,2025-08-16,CH_02,RT_05,0.0,0.0,0.0,Cancelled
BK_08500,2025-06-19,2025-08-14,2025-08-15,CH_06,RT_04,91.44,0.0,91.44,Checked-Out
BK_08501,2025-06-30,2025-08-14,2025-08-20,CH_01,RT_02,0.0,0.0,0.0,Cancelled
BK_08502,2025-08-13,2025-08-14,2025-08-19,CH_02,RT_02,763.45,137.42,626.03,Checked-Out
BK_08503,2025-08-05,2025-08-14,2025-08-17,CH_01,RT_06,297.6,0.0,297.6,Checked-Out
BK_08504,2025-07-31,2025-08-14,2025-08-15,CH_01,RT_01,132.09,3.96,128.13,Checked-Out
BK_08505,2025-07-09,2025-08-14,2025-08-17,CH_02,RT_01,335.43,60.38,275.05,Checked-Out
BK_08506,2025-06-12,2025-08-14,2025-08-17,CH_04,RT_01,381.78,64.9,316.88,Checked-Out
BK_08507,2025-06-24,2025-08-14,2025-08-19,CH_03,RT_01,755.2,151.04,604.16,Checked-Out
BK_08508,2025-06-09,2025-08-15,2025-08-16,CH_06,RT_04,81.49,0.0,81.49,Checked-Out
BK_08509,2025-06-16,2025-08-15,2025-08-17,CH_01,RT_02,229.74,6.89,222.85,Checked-Out
BK_08510,2025-06-17,2025-08-15,2025-08-18,CH_07,RT_04,314.1,0.0,314.1,Checked-Out
BK_08511,2025-07-13,2025-08-15,2025-08-21,CH_06,RT_04,610.2,0.0,610.2,Checked-Out
BK_08512,2025-07-30,2025-08-15,2025-08-17,CH_02,RT_03,209.5,37.71,171.79,Checked-Out
BK_08513,2025-07-18,2025-08-15,2025-08-18,CH_04,RT_02,446.1,75.84,370.26,Checked-Out
BK_08514,2025-07-28,2025-08-15,2025-08-16,CH_02,RT_02,116.43,20.96,95.47,Checked-Out
BK_08515,2025-06-21,2025-08-15,2025-08-19,CH_03,RT_01,579.0,115.8,463.2,Checked-Out
BK_08516,2025-06-26,2025-08-15,2025-08-18,CH_02,RT_01,313.59,56.45,257.14,Confirmed
BK_08517,2025-07-04,2025-08-15,2025-08-20,CH_02,RT_01,612.5,110.25,502.25,Checked-Out
BK_08518,2025-08-08,2025-08-15,2025-08-19,CH_02,RT_03,459.68,82.74,376.94,Checked-Out
BK_08519,2025-06-03,2025-08-15,2025-08-21,CH_06,RT_04,541.92,0.0,541.92,Checked-Out
BK_08520,2025-05-22,2025-08-15,2025-08-17,CH_02,RT_01,231.68,41.7,189.98,Checked-Out
BK_08521,2025-06-27,2025-08-15,2025-08-17,CH_04,RT_02,200.3,34.05,166.25,Checked-Out
BK_08522,2025-06-17,2025-08-15,2025-08-19,CH_05,RT_01,564.36,0.0,564.36,Checked-Out
BK_08523,2025-05-17,2025-08-15,2025-08-16,CH_02,RT_01,112.0,20.16,91.84,Checked-Out
BK_08524,2025-05-29,2025-08-15,2025-08-16,CH_07,RT_01,110.37,13.24,97.13,Confirmed
BK_08525,2025-08-08,2025-08-15,2025-08-18,CH_01,RT_01,368.82,11.06,357.76,Checked-Out
BK_08526,2025-07-23,2025-08-15,2025-08-22,CH_07,RT_04,706.58,0.0,706.58,Confirmed
BK_08527,2025-05-22,2025-08-15,2025-08-17,CH_01,RT_01,259.74,7.79,251.95,Checked-Out
BK_08528,2025-05-28,2025-08-15,2025-08-16,CH_02,RT_01,115.2,20.74,94.46,Checked-Out
BK_08529,2025-06-04,2025-08-15,2025-08-16,CH_04,RT_01,130.12,22.12,108.0,Checked-Out
BK_08530,2025-07-04,2025-08-15,2025-08-18,CH_02,RT_01,371.34,66.84,304.5,Confirmed
BK_08531,2025-08-01,2025-08-15,2025-08-16,CH_02,RT_02,114.88,20.68,94.2,Checked-Out
BK_08532,2025-05-27,2025-08-15,2025-08-16,CH_06,RT_04,104.31,0.0,104.31,Checked-Out
BK_08533,2025-06-23,2025-08-15,2025-08-18,CH_07,RT_04,288.24,0.0,288.24,Checked-Out
BK_08534,2025-08-14,2025-08-15,2025-08-17,CH_06,RT_04,163.5,0.0,163.5,Checked-Out
BK_08535,2025-05-17,2025-08-15,2025-08-16,CH_02,RT_01,105.71,19.03,86.68,Confirmed
BK_08536,2025-08-05,2025-08-15,2025-08-21,CH_03,RT_03,645.72,129.14,516.58,Checked-Out
BK_08537,2025-07-09,2025-08-15,2025-08-17,CH_05,RT_01,227.6,0.0,227.6,Confirmed
BK_08538,2025-06-03,2025-08-15,2025-08-18,CH_05,RT_01,453.18,0.0,453.18,Checked-Out
BK_08539,2025-06-09,2025-08-15,2025-08-17,CH_05,RT_01,229.88,0.0,229.88,Checked-Out
BK_08540,2025-07-18,2025-08-15,2025-08-22,CH_04,RT_01,703.85,119.65,584.2,Confirmed
BK_08541,2025-07-02,2025-08-15,2025-08-16,CH_06,RT_04,108.15,0.0,108.15,Checked-Out
BK_08542,2025-07-09,2025-08-15,2025-08-16,CH_01,RT_01,126.61,3.8,122.81,Checked-Out
BK_08543,2025-06-02,2025-08-15,2025-08-19,CH_03,RT_03,520.52,104.1,416.42,Checked-Out
BK_08544,2025-07-01,2025-08-16,2025-08-20,CH_04,RT_01,569.68,96.85,472.83,Checked-Out
BK_08545,2025-08-06,2025-08-16,2025-08-18,CH_02,RT_05,182.4,32.83,149.57,Checked-Out
BK_08546,2025-07-29,2025-08-16,2025-08-17,CH_02,RT_01,102.57,18.46,84.11,Checked-Out
BK_08547,2025-06-23,2025-08-16,2025-08-17,CH_02,RT_01,102.52,18.45,84.07,Confirmed
BK_08548,2025-08-03,2025-08-16,2025-08-19,CH_02,RT_01,386.64,69.6,317.04,Confirmed
BK_08549,2025-06-24,2025-08-16,2025-08-17,CH_02,RT_01,147.32,26.52,120.8,Checked-Out
BK_08550,2025-06-16,2025-08-16,2025-08-20,CH_04,RT_01,433.96,73.77,360.19,Checked-Out
BK_08551,2025-06-14,2025-08-16,2025-08-17,CH_04,RT_01,98.72,16.78,81.94,Checked-Out
BK_08552,2025-08-05,2025-08-16,2025-08-18,CH_03,RT_02,293.38,58.68,234.7,Confirmed
BK_08553,2025-07-23,2025-08-16,2025-08-19,CH_03,RT_03,254.19,50.84,203.35,Checked-Out
BK_08554,2025-05-29,2025-08-16,2025-08-17,CH_02,RT_03,87.47,15.74,71.73,Checked-Out
BK_08555,2025-08-11,2025-08-16,2025-08-19,CH_02,RT_03,361.08,64.99,296.09,Checked-Out
BK_08556,2025-07-15,2025-08-16,2025-08-21,CH_05,RT_01,648.35,0.0,648.35,Checked-Out
BK_08557,2025-06-18,2025-08-16,2025-08-17,CH_04,RT_01,110.53,18.79,91.74,Checked-Out
BK_08558,2025-07-26,2025-08-16,2025-08-22,CH_06,RT_04,611.34,0.0,611.34,Checked-Out
BK_08559,2025-07-10,2025-08-16,2025-08-19,CH_01,RT_01,456.18,13.69,442.49,Checked-Out
BK_08560,2025-06-08,2025-08-16,2025-08-17,CH_04,RT_01,133.58,22.71,110.87,Confirmed
BK_08561,2025-05-18,2025-08-16,2025-08-18,CH_03,RT_01,281.4,56.28,225.12,Checked-Out
BK_08562,2025-06-04,2025-08-16,2025-08-19,CH_03,RT_02,352.32,70.46,281.86,Checked-Out
BK_08563,2025-05-27,2025-08-16,2025-08-17,CH_03,RT_01,129.86,25.97,103.89,Checked-Out
BK_08564,2025-07-16,2025-08-16,2025-08-19,CH_03,RT_03,354.99,71.0,283.99,Checked-Out
BK_08565,2025-07-09,2025-08-16,2025-08-22,CH_01,RT_02,827.22,24.82,802.4,Checked-Out
BK_08566,2025-06-26,2025-08-16,2025-08-17,CH_02,RT_02,153.9,27.7,126.2,Checked-Out
BK_08567,2025-07-20,2025-08-16,2025-08-21,CH_05,RT_01,812.85,0.0,812.85,Checked-Out
BK_08568,2025-06-01,2025-08-16,2025-08-17,CH_05,RT_01,101.36,0.0,101.36,Checked-Out
BK_08569,2025-06-08,2025-08-16,2025-08-19,CH_02,RT_02,360.87,64.96,295.91,Confirmed
BK_08570,2025-08-07,2025-08-16,2025-08-18,CH_03,RT_03,185.98,37.2,148.78,Checked-Out
BK_08571,2025-07-07,2025-08-16,2025-08-17,CH_04,RT_02,150.43,25.57,124.86,Confirmed
BK_08572,2025-06-30,2025-08-16,2025-08-19,CH_02,RT_02,0.0,0.0,0.0,Cancelled
BK_08573,2025-06-13,2025-08-16,2025-08-19,CH_02,RT_01,273.81,49.29,224.52,Checked-Out
BK_08574,2025-07-28,2025-08-16,2025-08-17,CH_01,RT_01,0.0,0.0,0.0,Cancelled
BK_08575,2025-06-02,2025-08-16,2025-08-18,CH_03,RT_01,308.9,61.78,247.12,Checked-Out
BK_08576,2025-06-10,2025-08-16,2025-08-20,CH_03,RT_02,0.0,0.0,0.0,Cancelled
BK_08577,2025-07-04,2025-08-16,2025-08-17,CH_02,RT_01,96.99,17.46,79.53,Checked-Out
BK_08578,2025-06-06,2025-08-16,2025-08-17,CH_01,RT_06,0.0,0.0,0.0,Cancelled
BK_08579,2025-06-11,2025-08-16,2025-08-18,CH_03,RT_02,286.58,57.32,229.26,Confirmed
BK_08580,2025-05-28,2025-08-16,2025-08-17,CH_01,RT_06,97.63,0.0,97.63,Checked-Out
BK_08581,2025-08-08,2025-08-16,2025-08-19,CH_02,RT_03,294.87,53.08,241.79,Checked-Out
BK_08582,2025-07-13,2025-08-17,2025-08-18,CH_01,RT_01,138.68,4.16,134.52,Checked-Out
BK_08583,2025-07-15,2025-08-17,2025-08-20,CH_07,RT_01,460.86,55.3,405.56,Confirmed
BK_08584,2025-05-20,2025-08-17,2025-08-18,CH_02,RT_03,97.84,17.61,80.23,Checked-Out
BK_08585,2025-06-27,2025-08-17,2025-08-18,CH_03,RT_05,109.98,22.0,87.98,Checked-Out
BK_08586,2025-07-11,2025-08-17,2025-08-18,CH_02,RT_01,127.58,22.96,104.62,Checked-Out
BK_08587,2025-05-19,2025-08-17,2025-08-20,CH_02,RT_01,319.83,57.57,262.26,Checked-Out
BK_08588,2025-07-24,2025-08-17,2025-08-21,CH_04,RT_02,542.36,92.2,450.16,Confirmed
BK_08589,2025-06-05,2025-08-17,2025-08-19,CH_04,RT_05,250.44,42.57,207.87,Checked-Out
BK_08590,2025-06-28,2025-08-17,2025-08-18,CH_04,RT_01,100.67,17.11,83.56,Confirmed
BK_08591,2025-06-09,2025-08-17,2025-08-19,CH_06,RT_04,213.02,0.0,213.02,Confirmed
BK_08592,2025-06-18,2025-08-17,2025-08-18,CH_04,RT_01,90.56,15.4,75.16,Confirmed
BK_08593,2025-08-04,2025-08-17,2025-08-20,CH_01,RT_06,415.95,0.0,415.95,Checked-Out
BK_08594,2025-07-20,2025-08-17,2025-08-21,CH_04,RT_02,380.96,64.76,316.2,Checked-Out
BK_08595,2025-07-17,2025-08-17,2025-08-18,CH_03,RT_01,149.19,29.84,119.35,Confirmed
BK_08596,2025-07-17,2025-08-17,2025-08-19,CH_03,RT_02,187.2,37.44,149.76,Confirmed
BK_08597,2025-07-22,2025-08-17,2025-08-19,CH_03,RT_01,244.5,48.9,195.6,Confirmed
BK_08598,2025-07-18,2025-08-17,2025-08-19,CH_03,RT_01,196.08,39.22,156.86,Checked-Out
BK_08599,2025-06-24,2025-08-17,2025-08-18,CH_02,RT_05,113.57,20.44,93.13,Checked-Out
BK_08600,2025-07-17,2025-08-17,2025-08-18,CH_04,RT_05,94.7,16.1,78.6,Confirmed
BK_08601,2025-05-30,2025-08-17,2025-08-18,CH_01,RT_01,133.46,4.0,129.46,Checked-Out
BK_08602,2025-07-22,2025-08-17,2025-08-18,CH_03,RT_03,97.62,19.52,78.1,Checked-Out
BK_08603,2025-08-13,2025-08-17,2025-08-18,CH_02,RT_01,131.51,23.67,107.84,Confirmed
BK_08604,2025-07-02,2025-08-17,2025-08-24,CH_04,RT_03,637.49,108.37,529.12,Checked-Out
BK_08605,2025-06-14,2025-08-17,2025-08-21,CH_04,RT_01,589.56,100.23,489.33,Checked-Out
BK_08606,2025-08-06,2025-08-17,2025-08-18,CH_02,RT_02,153.49,27.63,125.86,Checked-Out
BK_08607,2025-07-20,2025-08-17,2025-08-21,CH_02,RT_01,504.2,90.76,413.44,Checked-Out
BK_08608,2025-07-24,2025-08-17,2025-08-18,CH_02,RT_01,111.62,20.09,91.53,Checked-Out
BK_08609,2025-06-25,2025-08-17,2025-08-21,CH_03,RT_03,411.72,82.34,329.38,Checked-Out
BK_08610,2025-07-03,2025-08-17,2025-08-19,CH_03,RT_01,213.58,42.72,170.86,Checked-Out
BK_08611,2025-08-16,2025-08-17,2025-08-18,CH_04,RT_02,158.55,26.95,131.6,Checked-Out
BK_08612,2025-05-26,2025-08-17,2025-08-23,CH_02,RT_01,0.0,0.0,0.0,Cancelled
BK_08613,2025-07-21,2025-08-17,2025-08-18,CH_02,RT_01,108.29,19.49,88.8,Checked-Out
BK_08614,2025-07-29,2025-08-17,2025-08-18,CH_07,RT_01,91.02,10.92,80.1,Checked-Out
BK_08615,2025-07-15,2025-08-17,2025-08-19,CH_01,RT_01,274.24,8.23,266.01,Checked-Out
BK_08616,2025-05-28,2025-08-17,2025-08-18,CH_01,RT_06,0.0,0.0,0.0,Cancelled
BK_08617,2025-06-18,2025-08-17,2025-08-19,CH_05,RT_01,255.06,0.0,255.06,Checked-Out
BK_08618,2025-07-14,2025-08-17,2025-08-23,CH_04,RT_01,0.0,0.0,0.0,Cancelled
BK_08619,2025-05-26,2025-08-17,2025-08-20,CH_07,RT_04,274.89,0.0,274.89,Checked-Out
BK_08620,2025-06-16,2025-08-17,2025-08-23,CH_03,RT_05,741.06,148.21,592.85,Checked-Out
BK_08621,2025-07-23,2025-08-17,2025-08-20,CH_06,RT_04,274.77,0.0,274.77,Checked-Out
BK_08622,2025-06-06,2025-08-17,2025-08-18,CH_04,RT_03,91.91,15.62,76.29,Checked-Out
BK_08623,2025-08-16,2025-08-17,2025-08-21,CH_07,RT_04,417.4,0.0,417.4,Confirmed
BK_08624,2025-08-07,2025-08-17,2025-08-18,CH_07,RT_01,98.44,11.81,86.63,Checked-Out
BK_08625,2025-06-20,2025-08-18,2025-08-21,CH_04,RT_05,343.89,58.46,285.43,Checked-Out
BK_08626,2025-06-09,2025-08-18,2025-08-20,CH_07,RT_01,283.46,34.02,249.44,Confirmed
BK_08627,2025-06-13,2025-08-18,2025-08-19,CH_07,RT_04,91.95,0.0,91.95,Confirmed
BK_08628,2025-07-08,2025-08-18,2025-08-23,CH_06,RT_04,545.6,0.0,545.6,Checked-Out
BK_08629,2025-06-30,2025-08-18,2025-08-21,CH_01,RT_01,431.52,12.95,418.57,Checked-Out
BK_08630,2025-07-28,2025-08-18,2025-08-20,CH_04,RT_01,203.76,34.64,169.12,Confirmed
BK_08631,2025-06-08,2025-08-18,2025-08-22,CH_07,RT_01,507.8,60.94,446.86,Checked-Out
BK_08632,2025-07-24,2025-08-18,2025-08-20,CH_06,RT_04,162.6,0.0,162.6,Checked-Out
BK_08633,2025-08-08,2025-08-18,2025-08-19,CH_04,RT_03,86.64,14.73,71.91,Checked-Out
BK_08634,2025-05-26,2025-08-18,2025-08-19,CH_01,RT_06,108.42,0.0,108.42,Confirmed
BK_08635,2025-06-05,2025-08-18,2025-08-19,CH_02,RT_02,147.06,26.47,120.59,Checked-Out
BK_08636,2025-08-13,2025-08-18,2025-08-22,CH_04,RT_03,487.36,82.85,404.51,Checked-Out
BK_08637,2025-06-08,2025-08-18,2025-08-20,CH_02,RT_01,208.66,37.56,171.1,Checked-Out
BK_08638,2025-05-20,2025-08-18,2025-08-19,CH_02,RT_02,137.3,24.71,112.59,Checked-Out
BK_08639,2025-07-17,2025-08-18,2025-08-19,CH_02,RT_03,110.12,19.82,90.3,Checked-Out
BK_08640,2025-06-29,2025-08-18,2025-08-20,CH_04,RT_02,0.0,0.0,0.0,Cancelled
BK_08641,2025-06-08,2025-08-18,2025-08-25,CH_07,RT_04,611.66,0.0,611.66,Checked-Out
BK_08642,2025-06-26,2025-08-18,2025-08-21,CH_02,RT_02,350.46,63.08,287.38,Confirmed
BK_08643,2025-07-23,2025-08-18,2025-08-20,CH_02,RT_03,245.86,44.25,201.61,Checked-Out
BK_08644,2025-06-07,2025-08-18,2025-08-19,CH_03,RT_03,103.94,20.79,83.15,Checked-Out
BK_08645,2025-06-14,2025-08-18,2025-08-21,CH_06,RT_04,295.29,0.0,295.29,Checked-Out
BK_08646,2025-07-22,2025-08-18,2025-08-21,CH_02,RT_01,393.93,70.91,323.02,Checked-Out
BK_08647,2025-06-04,2025-08-18,2025-08-19,CH_01,RT_06,110.06,0.0,110.06,Checked-Out
BK_08648,2025-08-08,2025-08-18,2025-08-19,CH_02,RT_01,139.38,25.09,114.29,Checked-Out
BK_08649,2025-05-29,2025-08-18,2025-08-21,CH_04,RT_02,322.32,54.79,267.53,Checked-Out
BK_08650,2025-07-05,2025-08-18,2025-08-20,CH_01,RT_06,287.64,0.0,287.64,Checked-Out
BK_08651,2025-06-03,2025-08-18,2025-08-19,CH_02,RT_01,151.13,27.2,123.93,Checked-Out
BK_08652,2025-05-26,2025-08-18,2025-08-19,CH_03,RT_03,71.8,14.36,57.44,Checked-Out
BK_08653,2025-07-21,2025-08-18,2025-08-19,CH_07,RT_01,96.05,11.53,84.52,Checked-Out
BK_08654,2025-06-12,2025-08-19,2025-08-25,CH_06,RT_04,529.14,0.0,529.14,Checked-Out
BK_08655,2025-06-25,2025-08-19,2025-08-23,CH_07,RT_04,433.32,0.0,433.32,Checked-Out
BK_08656,2025-07-09,2025-08-19,2025-08-20,CH_02,RT_01,0.0,0.0,0.0,Cancelled
BK_08657,2025-07-29,2025-08-19,2025-08-21,CH_04,RT_01,214.0,36.38,177.62,Checked-Out
BK_08658,2025-07-08,2025-08-19,2025-08-20,CH_06,RT_04,90.04,0.0,90.04,Checked-Out
BK_08659,2025-06-24,2025-08-19,2025-08-20,CH_07,RT_04,95.79,0.0,95.79,Checked-Out
BK_08660,2025-07-14,2025-08-19,2025-08-20,CH_03,RT_01,145.93,29.19,116.74,Checked-Out
BK_08661,2025-07-25,2025-08-19,2025-08-22,CH_03,RT_02,439.23,87.85,351.38,Checked-Out
BK_08662,2025-08-11,2025-08-19,2025-08-20,CH_07,RT_04,103.77,0.0,103.77,Checked-Out
BK_08663,2025-06-13,2025-08-19,2025-08-24,CH_06,RT_04,0.0,0.0,0.0,Cancelled
BK_08664,2025-06-09,2025-08-19,2025-08-23,CH_07,RT_01,551.84,66.22,485.62,Confirmed
BK_08665,2025-07-13,2025-08-19,2025-08-21,CH_01,RT_01,297.28,8.92,288.36,Checked-Out
BK_08666,2025-06-04,2025-08-19,2025-08-21,CH_02,RT_03,177.74,31.99,145.75,Checked-Out
BK_08667,2025-08-12,2025-08-19,2025-08-26,CH_03,RT_02,637.21,127.44,509.77,Confirmed
BK_08668,2025-07-20,2025-08-19,2025-08-21,CH_06,RT_04,201.6,0.0,201.6,Checked-Out
BK_08669,2025-06-08,2025-08-19,2025-08-23,CH_03,RT_03,413.52,82.7,330.82,Checked-Out
BK_08670,2025-06-20,2025-08-19,2025-08-22,CH_03,RT_05,386.49,77.3,309.19,Checked-Out
BK_08671,2025-06-01,2025-08-19,2025-08-21,CH_04,RT_02,192.54,32.73,159.81,Checked-Out
BK_08672,2025-06-23,2025-08-19,2025-08-20,CH_07,RT_04,89.22,0.0,89.22,Checked-Out
BK_08673,2025-07-17,2025-08-19,2025-08-23,CH_02,RT_01,541.56,97.48,444.08,Confirmed
BK_08674,2025-08-06,2025-08-19,2025-08-21,CH_07,RT_04,171.08,0.0,171.08,Checked-Out
BK_08675,2025-08-07,2025-08-19,2025-08-20,CH_04,RT_03,129.98,22.1,107.88,Checked-Out
BK_08676,2025-07-01,2025-08-19,2025-08-23,CH_02,RT_01,436.72,78.61,358.11,Checked-Out
BK_08677,2025-06-27,2025-08-19,2025-08-22,CH_03,RT_02,300.81,60.16,240.65,Checked-Out
BK_08678,2025-06-22,2025-08-19,2025-08-20,CH_04,RT_03,81.7,13.89,67.81,Checked-Out
BK_08679,2025-07-03,2025-08-19,2025-08-21,CH_05,RT_01,282.06,0.0,282.06,Checked-Out
BK_08680,2025-05-30,2025-08-19,2025-08-20,CH_02,RT_02,96.25,17.32,78.93,Checked-Out
BK_08681,2025-08-18,2025-08-19,2025-08-20,CH_01,RT_06,150.76,0.0,150.76,Checked-Out
BK_08682,2025-07-15,2025-08-19,2025-08-21,CH_07,RT_01,275.94,33.11,242.83,Checked-Out
BK_08683,2025-08-15,2025-08-19,2025-08-24,CH_02,RT_03,603.5,108.63,494.87,Checked-Out
BK_08684,2025-08-09,2025-08-19,2025-08-25,CH_03,RT_01,670.02,134.0,536.02,Checked-Out
BK_08685,2025-07-14,2025-08-19,2025-08-21,CH_03,RT_02,264.62,52.92,211.7,Checked-Out
BK_08686,2025-07-10,2025-08-19,2025-08-20,CH_02,RT_01,120.8,21.74,99.06,Confirmed
BK_08687,2025-07-24,2025-08-19,2025-08-21,CH_03,RT_01,211.14,42.23,168.91,Checked-Out
BK_08688,2025-08-18,2025-08-19,2025-08-22,CH_03,RT_01,474.12,94.82,379.3,Checked-Out
BK_08689,2025-05-21,2025-08-19,2025-08-25,CH_07,RT_01,939.9,112.79,827.11,Checked-Out
BK_08690,2025-05-21,2025-08-19,2025-08-20,CH_02,RT_05,92.0,16.56,75.44,Checked-Out
BK_08691,2025-08-06,2025-08-19,2025-08-23,CH_03,RT_03,533.76,106.75,427.01,Checked-Out
BK_08692,2025-07-05,2025-08-19,2025-08-22,CH_06,RT_04,310.8,0.0,310.8,Checked-Out
BK_08693,2025-06-18,2025-08-19,2025-08-21,CH_02,RT_03,254.4,45.79,208.61,Confirmed
BK_08694,2025-07-29,2025-08-19,2025-08-20,CH_06,RT_04,90.99,0.0,90.99,Checked-Out
BK_08695,2025-07-14,2025-08-19,2025-08-23,CH_02,RT_05,467.56,84.16,383.4,Confirmed
BK_08696,2025-06-21,2025-08-19,2025-08-20,CH_03,RT_01,119.37,23.87,95.5,Checked-Out
BK_08697,2025-06-16,2025-08-19,2025-08-23,CH_07,RT_04,418.68,0.0,418.68,Checked-Out
BK_08698,2025-07-25,2025-08-19,2025-08-20,CH_03,RT_03,111.63,22.33,89.3,Confirmed
BK_08699,2025-06-27,2025-08-19,2025-08-23,CH_04,RT_02,525.12,89.27,435.85,Checked-Out
BK_08700,2025-06-26,2025-08-19,2025-08-20,CH_05,RT_01,122.4,0.0,122.4,Checked-Out
BK_08701,2025-07-19,2025-08-19,2025-08-20,CH_01,RT_02,0.0,0.0,0.0,Cancelled
BK_08702,2025-05-28,2025-08-19,2025-08-20,CH_06,RT_04,98.22,0.0,98.22,Checked-Out
BK_08703,2025-05-24,2025-08-19,2025-08-20,CH_01,RT_02,121.87,3.66,118.21,Checked-Out
BK_08704,2025-07-17,2025-08-19,2025-08-23,CH_04,RT_02,627.76,106.72,521.04,Confirmed
BK_08705,2025-06-16,2025-08-19,2025-08-20,CH_07,RT_04,97.78,0.0,97.78,Confirmed
BK_08706,2025-07-19,2025-08-19,2025-08-21,CH_02,RT_03,157.18,28.29,128.89,Checked-Out
BK_08707,2025-07-14,2025-08-19,2025-08-20,CH_04,RT_02,105.2,17.88,87.32,Checked-Out
BK_08708,2025-07-10,2025-08-19,2025-08-20,CH_02,RT_05,151.25,27.22,124.03,Checked-Out
BK_08709,2025-07-06,2025-08-19,2025-08-23,CH_07,RT_04,332.72,0.0,332.72,Checked-Out
BK_08710,2025-06-09,2025-08-19,2025-08-21,CH_05,RT_01,218.44,0.0,218.44,Checked-Out
BK_08711,2025-07-31,2025-08-19,2025-08-21,CH_04,RT_03,213.16,36.24,176.92,Checked-Out
BK_08712,2025-08-11,2025-08-20,2025-08-22,CH_04,RT_01,234.72,39.9,194.82,Checked-Out
BK_08713,2025-07-26,2025-08-20,2025-08-24,CH_06,RT_04,429.24,0.0,429.24,Checked-Out
BK_08714,2025-08-02,2025-08-20,2025-08-24,CH_03,RT_01,571.16,114.23,456.93,Checked-Out
BK_08715,2025-07-01,2025-08-20,2025-08-22,CH_07,RT_01,191.14,22.94,168.2,Checked-Out
BK_08716,2025-06-22,2025-08-20,2025-08-26,CH_04,RT_02,567.9,96.54,471.36,Confirmed
BK_08717,2025-07-27,2025-08-20,2025-08-22,CH_04,RT_03,0.0,0.0,0.0,Cancelled
BK_08718,2025-06-02,2025-08-20,2025-08-23,CH_04,RT_01,327.12,55.61,271.51,Checked-Out
BK_08719,2025-07-17,2025-08-20,2025-08-22,CH_03,RT_03,235.74,47.15,188.59,Checked-Out
BK_08720,2025-08-15,2025-08-20,2025-08-22,CH_02,RT_02,295.16,53.13,242.03,Checked-Out
BK_08721,2025-08-14,2025-08-20,2025-08-24,CH_06,RT_04,0.0,0.0,0.0,Cancelled
BK_08722,2025-06-12,2025-08-20,2025-08-22,CH_02,RT_01,295.22,53.14,242.08,Checked-Out
BK_08723,2025-06-05,2025-08-20,2025-08-22,CH_06,RT_04,183.12,0.0,183.12,Checked-Out
BK_08724,2025-08-05,2025-08-20,2025-08-23,CH_06,RT_04,249.12,0.0,249.12,Confirmed
BK_08725,2025-08-09,2025-08-20,2025-08-26,CH_02,RT_02,724.08,130.33,593.75,Checked-Out
BK_08726,2025-05-27,2025-08-20,2025-08-21,CH_02,RT_01,109.35,19.68,89.67,Checked-Out
BK_08727,2025-07-28,2025-08-20,2025-08-24,CH_06,RT_04,0.0,0.0,0.0,Cancelled
BK_08728,2025-08-17,2025-08-20,2025-08-22,CH_06,RT_04,164.5,0.0,164.5,Confirmed
